Feature,Chi2_Score,P_Value
6000,6.24265913028013,0.9972855351380365
spook,6.242589460759709,0.9972857401113886
understands,6.242257710432899,0.9972867159788492
gartner,6.242257320458891,0.9972867171258217
ratings,6.241936081712236,0.9972876618065852
detectable,6.241801241676913,0.9972880582586297
umm,6.241528670191331,0.9972888595232822
chanels,6.2411709216883215,0.9972899108929066
bet,6.241057982775728,0.9972902427362472
lantern,6.240387865771474,0.9972922110466038
somthing,6.239423171038129,0.9972950426133703
embarrassed,6.239018833097781,0.9972962287235895
possessing,6.238113076504999,0.9972988842261146
rootwindow,6.237976407513293,0.9972992847329671
popping,6.237757403926796,0.9972999264219228
honorable,6.236139686562366,0.9973046626424165
___samuel___,6.235632194923694,0.997306147072994
lincoln,6.232518305881139,0.9973152410817254
workshops,6.232473478749734,0.9973153718193857
responses,6.2322934509226355,0.9973158968168697
houghton,6.23173665737277,0.9973175200225742
colored,6.231414011483204,0.9973184602664392
chopping,6.230572299457864,0.9973209119218962
overwhelming,6.23011819720208,0.9973222338455785
formatting,6.229777897453355,0.997323224142096
stationary,6.228812923791223,0.9973260307004386
vegetarian,6.228794295574588,0.9973260848562696
84,6.2284861499457955,0.9973269805687044
sliding,6.2277020447829115,0.9973292587160812
mun,6.226724307111952,0.9973320972818999
iniquity,6.225822696128475,0.9973347127099538
agnostics,6.225201276955835,0.9973365141593461
mediocre,6.224488381972982,0.9973385795976523
stimulated,6.223501209062312,0.9973414375853662
sf,6.222540677815233,0.9973442160984715
gif89a,6.221863628123469,0.9973461732008783
norwegian,6.2212403815758535,0.9973479737638947
recycled,6.219144996035428,0.9973540202209206
suchlike,6.218610198576655,0.9973555616776599
rich,6.216117814665139,0.9973627361027099
coined,6.214478181740372,0.9973674474000137
disgusting,6.214350043610258,0.9973678153079526
pouch,6.213450556303518,0.9973703967487413
proud,6.211662407441417,0.9973755225789727
rated,6.211321878096025,0.9973764978238882
cornering,6.211109969435806,0.9973771045653522
needless,6.211054066245279,0.9973772646099636
invaders,6.2108882873475615,0.9973777391708059
parted,6.210885269799339,0.9973777478082457
gaspra,6.209881552630116,0.9973806195956779
emission,6.208533396590991,0.9973844729363422
psychiatry,6.207017193874907,0.9973888012024527
steele,6.2062578300872415,0.9973909667960693
inclination,6.204571380283043,0.9973957711905095
wallops,6.204118085060075,0.9973970613463354
attorneys,6.203538921959493,0.9973987090034833
mackie,6.202821854209695,0.9974007478344378
ruling,6.202599958633316,0.9974013784899795
655,6.202436350696787,0.9974018434066058
actual,6.202184694029962,0.9974025583977467
recall,6.202111822276954,0.99740276540716
resistances,6.201541584331477,0.9974043848492585
capture,6.200013356885573,0.9974087209621266
conveniently,6.199125945137592,0.9974112362106142
ill,6.198642727213955,0.9974126050089753
sponsors,6.197502351311007,0.9974158330370093
teen,6.197137234089404,0.9974168658856318
binney,6.196569140987665,0.997418472261781
incorrect,6.195558970536033,0.9974213267196443
goldstar,6.194721017255134,0.9974236926331057
swinging,6.194652358271526,0.9974238864112199
thessalonians,6.194506999232963,0.9974242966236964
b9r,6.193894377654366,0.9974260249094771
responsible,6.193451163343332,0.9974272746994729
drawings,6.192182780752203,0.9974308486561874
delusional,6.190904581199531,0.9974344462745328
alastair,6.19088490913988,0.9974345016121218
mesh,6.190697890590777,0.9974350276486484
teacher,6.190546989828929,0.9974354520322453
plots,6.189893320341542,0.9974372897247173
getting,6.189595852086877,0.9974381256643193
graverobbers,6.189399965308819,0.9974386760230288
afc,6.189186794028617,0.9974392748368848
approximation,6.189120571144933,0.9974394608391568
preliminary,6.18858880506132,0.9974409540371073
sign,6.187916808713732,0.9974428400095247
canceled,6.187913342899143,0.9974428497335394
relative,6.187678104144245,0.9974435096726558
markers,6.187148942839288,0.9974449936868484
mga,6.186179274609322,0.9974477113069297
small,6.185747630622399,0.9974489203041813
thier,6.1857034934106645,0.9974490439029666
mold,6.185692952765018,0.997449073419554
bookstores,6.185558709140706,0.9974494493133138
vehemently,6.184840147141452,0.9974514605992184
possible,6.184394611468239,0.9974527070382331
tnx,6.18411512223005,0.9974534886947882
110,6.183828446766443,0.9974542902508396
siege,6.183673718898869,0.997454722792645
afford,6.182798108566581,0.9974571694589919
cares,6.182282662923686,0.9974586088623271
brits,6.182099878663341,0.9974591191390729
offices,6.181603009367048,0.9974605058310861
particular,6.181281185836261,0.9974614036734346
pound,6.181277980629063,0.9974614126142399
1993apr18,6.180993103277074,0.9974622071687644
repainted,6.180497999871186,0.9974635875958254
ioctl,6.179964475495385,0.9974650744771542
date,6.179713158928019,0.9974657746317891
bigger,6.179001914782752,0.9974677552855561
effectively,6.178615624264993,0.9974688305003301
sharing,6.178499838441936,0.9974691527118688
loan,6.178342403153271,0.9974695907741188
uh,6.177177102069782,0.9974728313361922
120,6.176864021042376,0.9974737014132511
pretty,6.176590545460314,0.997474461228376
workaround,6.176429812910223,0.997474907717211
327,6.175875329109735,0.9974764475003157
incidents,6.1747480923977,0.9974795754934656
gray,6.173686688079133,0.9974825179829604
drastically,6.172377837608286,0.9974861426891827
pediatrics,6.1719754308363,0.9974872562710152
earned,6.171829208712292,0.997487660814715
lanterns,6.171076863560027,0.9974897414612813
manchester,6.171064956949078,0.9974897743785464
expert,6.170832515987101,0.9974904169207972
consensus,6.169824865115666,0.9974932008797492
kelvin,6.168972462901324,0.9974955539929262
philippines,6.168658661395437,0.997496419819604
shalala,6.168457466240588,0.9974969748225372
actually,6.1679828949207565,0.9974982835536087
dahlen,6.167836992475185,0.997498685800956
1993apr15,6.167824405570342,0.9974987205001468
disputed,6.167788313970458,0.9974988199942286
travels,6.167583113984827,0.9974993856111976
drying,6.16679070438796,0.9975015688668457
ol,6.165030692745215,0.9975064126375263
confrontation,6.165011263743565,0.997506466066764
falls,6.164558836719864,0.9975077099711284
saberhagen,6.163825243204418,0.9975097258646866
carried,6.163361967963617,0.9975109982620239
retard,6.162282909853662,0.9975139599142782
judges,6.161352340762995,0.9975165117582436
chaos,6.160589442387845,0.9975186022513423
scholarship,6.1604624563666,0.9975189500820885
provoke,6.160143419270782,0.9975198237935398
skater,6.15887161390272,0.997523304308922
1992,6.1582089772880515,0.9975251161855905
shy,6.158107798155735,0.9975253927511853
austria,6.157003871235985,0.9975284086527517
holster,6.156709754020009,0.9975292116794262
kin,6.156558346474821,0.9975296249855592
centers,6.156254326051187,0.997530454721687
expecially,6.155709142746118,0.9975319420860896
dispensation,6.1552556917790175,0.9975331786431423
clauses,6.154747720890449,0.9975345632890851
synthesized,6.154547986265251,0.9975351075634464
cc,6.154112186757026,0.9975362947792216
4th,6.152903484569919,0.9975395851705795
cray,6.152628125037206,0.9975403342783589
unless,6.152348630144075,0.9975410944503393
ahola,6.151523693695447,0.997543337025701
representative,6.150244016416456,0.9975468125796267
advertiser,6.15017972932551,0.9975469870774168
balkan,6.150100158946269,0.9975472030457274
aqua,6.1499933814430126,0.9975474928352442
xv_get,6.14971084236114,0.9975482595024125
islander,6.148943641833642,0.9975503403301893
interesting,6.147971083982793,0.9975529761113472
leak,6.147161319164903,0.9975551689729937
flicker,6.147015673364801,0.9975555632188658
saf,6.146636992157717,0.9975565880266871
4444,6.144639663278524,0.9975619876410025
kolstad,6.142695563596785,0.9975672342135353
beranek,6.1414017966579015,0.9975707207309703
cartoon,6.141198768111466,0.9975712675020851
plaque,6.141086472679539,0.9975715698799614
astra,6.1409005646418136,0.9975720704084935
4679,6.140597322687327,0.9975728866638526
bookstore,6.140246058170231,0.9975738319109876
presumably,6.138192279602121,0.9975793527218302
awhile,6.138087632340174,0.9975796337581431
195,6.138039868269923,0.9975797620226852
achieving,6.137138706620263,0.9975821809658578
childs,6.136454268909238,0.9975840168792033
enterprising,6.135995323566722,0.9975852473163818
ugly,6.134332932632439,0.9975897000205538
fiamms,6.133068842137453,0.9975930814944755
optimized,6.132736191323509,0.9975939707146223
02115,6.131722965470807,0.997596677588531
alien,6.131573460901174,0.9975970767903148
observed,6.130023498567093,0.9976012123289484
difficult,6.129844643495235,0.9976016891762832
registering,6.128972727071531,0.9976040127189169
aren,6.12892956806837,0.9976041276853269
faqs,6.127906761493277,0.9976068509370699
castle,6.127634924804291,0.9976075742945303
mercenaries,6.127080446350822,0.9976090492210435
participate,6.125881209274814,0.9976122367406287
illicit,6.125446510115493,0.997613391314458
clare,6.125430484665447,0.9976134338700137
steen,6.125080622472804,0.9976143627776198
technological,6.123897888346468,0.9976175008806099
trauma,6.123607744504545,0.9976182702048438
nationalist,6.122935747008574,0.9976200512632779
sunny,6.122106287571836,0.997622248192531
kinda,6.119694719818079,0.997628626348431
purposefully,6.119061925126283,0.9976302977116221
cream,6.118899973192988,0.9976307253145842
lesions,6.116766554213282,0.9976363524522042
clutter,6.116403466036068,0.9976373090761023
industrial,6.116209438967451,0.9976378201501261
helping,6.115744357813472,0.9976390448308504
poverty,6.115475765314953,0.997639751874544
mislead,6.114983510247761,0.9976410472496313
occurs,6.113629512209979,0.9976446073853676
nun,6.113250288057031,0.9976456037296301
straight,6.112443327888154,0.9976477227551152
populations,6.112056083566203,0.9976487390931776
comment,6.111773712807546,0.99764947996545
komotini,6.111561879215047,0.9976500356430118
meets,6.108767293963117,0.9976573565320638
decstation,6.108725385698138,0.9976574661791482
thigh,6.108275305501989,0.9976586434925094
spokesman,6.107197257443066,0.9976614615149364
ongoing,6.10713940726175,0.9976616126589954
hung,6.106130695552874,0.9976642468476299
uncanny,6.106129819364754,0.9976642491347112
reception,6.10602241570453,0.9976645294729608
bleah,6.104283933940747,0.9976690634137236
swift,6.103533696370591,0.9976710178531357
reverence,6.1030556727158976,0.9976722624672265
babies,6.102118019272869,0.9976747022616697
riihijarvi,6.102019135611595,0.9976749594400381
vax,6.100812650108003,0.997678095460456
laughing,6.100792330772134,0.9976781482476194
growth,6.100232672579006,0.9976796017949666
recommends,6.098254724343599,0.9976847331131199
rubbing,6.098153127627103,0.9976849964368946
allowed,6.096883865219132,0.9976882841637554
schedule,6.096323475036031,0.9976897345363412
qu,6.0963038571974835,0.9976897852970396
kirk,6.094257435991389,0.9976950754745192
realised,6.0941785512496045,0.997695279204666
sims,6.092919936241134,0.9976985277977835
ideologies,6.091553447972511,0.997702050679852
facist,6.0911500823860285,0.997703089754945
eggs,6.089637457858871,0.9977069829544947
wrongly,6.089603506804919,0.9977070702773537
sympathy,6.089389094298251,0.9977076216897012
museums,6.088285593322069,0.9977104579279564
thereabouts,6.088126325713035,0.9977108670489153
japan,6.088118471347391,0.997710887223419
vanunu,6.087227766739169,0.9977131741413796
discovered,6.085824823697368,0.9977167725500083
haas,6.084945629593184,0.9977190252888488
triangles,6.0843092630076345,0.9977206547285058
slides,6.083992627911369,0.9977214651376483
sarid,6.0827032171344815,0.9977247629330489
derek,6.082198328374581,0.9977260531967043
16m,6.082063971201981,0.9977263964534121
surveys,6.081948679690143,0.9977266909680294
credible,6.081544251065445,0.9977277238486034
stockholm,6.078183433775767,0.9977362926318146
tragic,6.0780805305028665,0.9977365545874287
deeply,6.077648136932382,0.9977376550450267
discontinued,6.076991019979214,0.9977393266134951
andre,6.076466094432383,0.9977406612055265
orthogonal,6.0749001045733415,0.9977446389021175
irish,6.074175090151592,0.9977464785809803
stew,6.072817394030854,0.9977499204251556
cone,6.072268425309518,0.9977513109019296
summaries,6.071384742000764,0.9977535477313337
capsules,6.071253371886378,0.9977538801109745
splinter,6.069931288451328,0.9977572229282002
registered,6.069805216125933,0.997757541487589
pass,6.068551430202673,0.9977607075848414
sanity,6.06852868897341,0.9977607649786627
trains,6.067322453702573,0.9977638075646827
encoders,6.0671863251110585,0.9977641507254091
eventual,6.066913306375242,0.9977648388397847
brendan,6.0668003219329645,0.9977651235554094
dignity,6.066270333304334,0.9977664587156736
stein,6.0654687562817795,0.9977684768567905
crease,6.064885651354715,0.9977699440319227
nighthawk,6.063822051659181,0.9977726182147112
aegean,6.063029339913075,0.9977746096430725
funeral,6.062516940501057,0.9977758961212009
terms,6.060488263916968,0.9977809836730538
dtk,6.060147611465221,0.9977818370545367
orders,6.059322602245148,0.9977839027297069
davidson,6.059146564526362,0.9977843432974691
mailed,6.0589963791011945,0.9977847191096185
tenor,6.058922666321146,0.9977849035440163
travis,6.057879523835059,0.9977875122419388
unknowns,6.057279706045155,0.9977890111579442
document,6.057170984508631,0.9977892827609439
doubling,6.056890940615728,0.9977899822305228
kiwi,6.056051158147135,0.997792078706354
prospecting,6.055801850196761,0.9977927007852974
infamous,6.055534049292909,0.9977933688521837
fiddle,6.055332803197617,0.9977938707823859
95131,6.054280479988747,0.9977964939075376
miraculous,6.054045700826348,0.9977970788009957
legend,6.053661861127025,0.9977980347740849
cracked,6.052453387371596,0.9978010423762356
spectrometer,6.052430645633195,0.9978010989434812
wilbur,6.052401868486872,0.9978011705213858
neo,6.050547878407315,0.9978057780591302
spencer,6.050303344580836,0.9978063851981215
diffusion,6.04968805994006,0.997807912258838
crush,6.0491083848056775,0.9978093501634051
credit,6.04894065450409,0.9978097660836063
remeber,6.048099125104839,0.997811851867912
lined,6.048048471625156,0.9978119773650961
parks,6.047555836033081,0.9978131976006264
cdc,6.045254294297442,0.9978188912051674
pivonka,6.044906867120027,0.9978197496473724
informative,6.044379046087028,0.9978210532995847
djurgarden,6.044202304568274,0.9978214896897794
instructions,6.044078466173636,0.9978217954159102
nicea,6.044039381808815,0.9978218918983418
pledge,6.0431499533507305,0.9978240865897361
48,6.042949793317079,0.9978245802467541
usmail,6.042413676904788,0.9978259020356681
attackers,6.042345394322257,0.9978260703394751
hate,6.042315402729922,0.9978261442598526
weeks,6.042159888054313,0.997826527525156
grew,6.042080858082637,0.9978267222734981
sentiment,6.041063648357802,0.9978292276706815
plugger,6.040430430565337,0.9978307861251653
disturbing,6.040067312449043,0.9978316794155514
1000,6.039980897816674,0.9978318919569172
taped,6.038532226513564,0.9978354525602837
giant,6.038494442635837,0.9978355453644148
io,6.037975391225143,0.9978368199277166
col,6.037815032815125,0.997837213576445
bounce,6.0373955382604185,0.9978382430830456
lighter,6.035798123602306,0.9978421598059006
scenes,6.0353095724546275,0.9978433565569317
midwest,6.03474698704529,0.9978447340039339
bread,6.034136778976631,0.9978462272556081
3b2,6.032590379807281,0.9978500077721717
spotted,6.0320122894978905,0.9978514196784791
125mb,6.03194865589001,0.9978515750495105
foresight,6.03172169038576,0.9978521291467488
rats,6.031485312694527,0.9978527061006804
undeniable,6.031230491645383,0.9978533279325339
locale,6.03117950580082,0.9978534523344011
wwi,6.030583320395039,0.9978549065568016
encyclopedia,6.030547897611234,0.9978549929356563
318,6.029784400843523,0.997856854054787
mps,6.029287166460217,0.9978580654311308
hazy,6.028670568559685,0.9978595668433011
7l,6.028385041392604,0.9978602618149331
pursue,6.028255774932503,0.997860576389446
billy,6.026372004630592,0.9978651564141455
sram,6.0258365872144575,0.9978664567456594
diminish,6.024618499578571,0.997869412670597
particulars,6.024464917133517,0.997869785135313
dell,6.023496113432303,0.9978721334556396
muzzle,6.022887666710402,0.9978736072335508
sulk,6.0227864442507,0.9978738523350363
accomplish,6.022332347424861,0.9978749516132778
resumed,6.022240693498092,0.99787517343406
losses,6.021964544149449,0.9978758416585451
posix,6.019879057078351,0.9978808826785133
shitless,6.0182091114984315,0.9978849123489347
devvax,6.0178130368598595,0.9978858671984387
